INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2021,TURMA_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021
Escola Pública,ALUNO-548,0.0,S,Topázio,8.431,9.5,10.0,7.5,5.3,7.8,Sim,9.5,10.0
Escola Pública,ALUNO-549,,,,,,,,,,,,
Escola Pública,ALUNO-550,0.0,S,Ametista,7.873,10.0,8.3,7.5,6.9,7.2,Sim,9.3,5.0
,ALUNO-551,,,,,,,,,,,,
Escola Pública,ALUNO-552,,,,,,,,,,,,
,ALUNO-553,,,,,,,,,,,,
,ALUNO-554,,,,,,,,,,,,
Escola Pública,ALUNO-555,2.0,J,Topázio,8.489,7.4,10.0,8.1,6.6,8.5,Não,8.8,10.0
,ALUNO-556,,,,,,,,,,,,
Escola Pública,ALUNO-557,2.0,M,Ametista,7.543,9.0,8.3,6.9,5.9,8.1,Não,8.9,5.0
,ALUNO-558,,,,,,,,,,,,
Escola Pública,ALUNO-559,,,,,,,,,,,,
Escola Pública,ALUNO-560,2.0,N,Ágata,6.489,9.5,4.6,7.5,3.2,8.1,Não,7.1,10.0
Escola Pública,ALUNO-561,3.0,G,Quartzo,4.740,7.9,1.1,7.5,4.0,6.9,Não,4.9,5.0
Escola Pública,ALUNO-562,2.0,L,Topázio,8.418,7.5,7.9,7.5,9.2,8.8,Não,8.1,10.0
Escola Pública,ALUNO-563,0.0,T,Topázio,8.371,9.5,10.0,7.5,7.1,8.1,Sim,9.7,5.0
Escola Pública,ALUNO-564,4.0,E,Ágata,5.755,10.0,3.9,7.5,2.8,7.2,Não,4.8,10.0
Escola Pública,ALUNO-565,1.0,N,Topázio,8.385,10.0,8.8,7.5,5.8,8.1,Sim,9.6,10.0
Escola Pública,ALUNO-566,5.0,B,Ametista,8.133,8.8,7.8,7.5,7.9,8.4,Não,7.6,10.0
Escola Pública,ALUNO-567,0.0,Q,Ágata,6.885,8.0,5.8,7.5,5.0,7.2,Não,7.3,10.0
Escola Pública,ALUNO-568,,,,,,,,,,,,
Escola Pública,ALUNO-569,1.0,B,Topázio,8.644,10.0,10.0,7.5,7.0,7.5,Não,8.7,10.0
Escola Pública,ALUNO-570,1.0,R,Quartzo,5.049,9.5,3.3,7.5,2.0,7.7,Não,5.1,5.0
Escola Pública,ALUNO-571,3.0,D,Ametista,7.246,6.7,7.2,7.5,7.6,7.7,Não,7.9,5.0
Escola Pública,ALUNO-572,0.0,Q,Topázio,8.681,7.5,10.0,7.5,6.7,8.4,Sim,10.0,10.0
,ALUNO-573,,,,,,,,,,,,
Escola Pública,ALUNO-574,6.0,C,Ametista,7.336,8.8,8.6,7.5,5.7,8.0,Não,7.8,5.0
,ALUNO-575,,,,,,,,,,,,
,ALUNO-576,,,,,,,,,,,,
Escola Pública,ALUNO-577,,,,,,,,,,,,
Escola Pública,ALUNO-578,0.0,Q,Ametista,7.490,8.5,6.7,7.5,5.2,7.2,Sim,9.0,10.0
Escola Pública,ALUNO-579,2.0,H,Ametista,7.332,8.5,6.3,7.5,5.4,7.5,Não,8.2,10.0
,ALUNO-580,,,,,,,,,,,,
Escola Pública,ALUNO-581,,,,,,,,,,,,
,ALUNO-582,,,,,,,,,,,,
Escola Pública,ALUNO-583,4.0,A,Ágata,6.535,6.7,5.6,7.5,5.8,7.7,Não,7.9,5.0
Escola Pública,ALUNO-584,1.0,C,Ametista,7.039,9.0,8.8,7.5,2.7,8.1,Não,8.9,5.0
Escola Pública,ALUNO-585,2.0,F,Quartzo,2.735,0.0,1.3,4.4,0.4,6.6,Não,5.3,2.5
Escola Pública,ALUNO-586,1.0,J,Ametista,8.019,8.5,9.6,7.5,7.1,8.1,Não,8.9,5.0
,ALUNO-587,,,,,,,,,,,,
Escola Pública,ALUNO-588,1.0,E,Topázio,8.881,10.0,9.6,7.5,7.8,8.8,Não,8.9,10.0
Escola Pública,ALUNO-589,1.0,R,Ametista,7.413,7.4,8.3,7.5,6.4,8.1,Não,8.3,5.0
,ALUNO-590,,,,,,,,,,,,
,ALUNO-591,,,,,,,,,,,,
,ALUNO-592,,,,,,,,,,,,
,ALUNO-593,,,,,,,,,,,,
Escola Pública,ALUNO-594,1.0,C,Ametista,7.476,9.5,9.2,7.5,4.8,7.9,Não,8.4,5.0
Escola Pública,ALUNO-595,0.0,S,Topázio,8.806,9.5,10.0,7.5,6.9,7.8,Sim,9.8,10.0
Escola Pública,ALUNO-596,1.0,N,Ágata,6.374,10.0,6.7,7.5,3.0,8.1,Não,6.9,5.0
Escola Pública,ALUNO-597,,,,,,,,,,,,
Escola Pública,ALUNO-598,,,,,,,,,,,,
UNISA,ALUNO-599,,,,,,,,,,,,
,ALUNO-600,,,,,,,,,,,,
Escola Pública,ALUNO-601,,,,,,,,,,,,
Escola Pública,ALUNO-602,1.0,E,Quartzo,4.940,0.0,4.6,7.5,2.3,8.4,Não,7.3,5.0
Escola Pública,ALUNO-603,1.0,R,Ágata,5.787,0.0,9.2,3.1,3.3,8.1,Não,8.3,5.0
Rede Decisão/União,ALUNO-604,,,,,,,,,,,,
Escola Pública,ALUNO-605,,,,,,,,,,,,
Escola Pública,ALUNO-606,,,,,,,,,,,,
,ALUNO-607,,,,,,,,,,,,
Escola Pública,ALUNO-608,4.0,A,Ametista,7.310,7.1,7.2,5.0,8.5,7.7,Não,8.5,5.0
UNISA,ALUNO-609,,,,,,,,,,,,
Escola Pública,ALUNO-610,5.0,B,Ametista,6.913,8.8,6.4,7.5,5.8,8.4,Não,7.5,5.0
Rede Decisão/União,ALUNO-611,,,,,,,,,,,,
,ALUNO-612,,,,,,,,,,,,
Escola Pública,ALUNO-613,1.0,R,Ametista,7.196,9.5,9.2,3.1,5.5,8.3,Não,8.3,5.0
Escola Pública,ALUNO-614,,,,,,,,,,,,
Escola Pública,ALUNO-615,1.0,B,Topázio,8.358,9.0,8.8,7.5,7.4,7.5,Não,8.7,10.0
Escola Pública,ALUNO-616,,,,,,,,,,,,
Escola Pública,ALUNO-617,0.0,T,Topázio,8.583,9.0,10.0,7.5,5.9,8.1,Sim,9.7,10.0
Escola Pública,ALUNO-618,,,,,,,,,,,,
Escola Pública,ALUNO-619,2.0,N,Ágata,6.682,7.9,5.0,7.5,4.6,7.7,Não,7.2,10.0
Escola Pública,ALUNO-620,1.0,C,Quartzo,2.942,0.0,1.3,7.5,0.0,6.3,Não,4.1,5.0
,ALUNO-621,,,,,,,,,,,,
Escola Pública,ALUNO-622,3.0,F,Quartzo,5.193,10.0,3.6,7.5,0.7,6.9,Não,4.5,10.0
,ALUNO-623,,,,,,,,,,,,
Escola Pública,ALUNO-624,3.0,F,Ágata,5.742,7.1,5.0,7.5,5.1,7.1,Não,6.5,2.5
Escola Pública,ALUNO-625,,,,,,,,,,,,
Escola Pública,ALUNO-626,,,,,,,,,,,,
Escola Pública,ALUNO-627,0.0,S,Ametista,7.442,8.0,8.3,7.5,6.9,7.5,Não,8.0,5.0
Escola Pública,ALUNO-628,0.0,O,Ametista,7.438,9.0,8.3,7.5,5.9,7.5,Não,8.4,5.0
FIAP,ALUNO-629,,,,,,,,,,,,
FIAP,ALUNO-630,,,,,,,,,,,,
Escola Pública,ALUNO-631,,,,,,,,,,,,
Escola Pública,ALUNO-632,0.0,S,Ágata,5.888,9.0,5.0,7.5,3.4,7.5,Não,6.5,5.0
,ALUNO-633,,,,,,,,,,,,
Escola João Paulo II,ALUNO-634,1.0,A,Quartzo,3.754,6.3,2.1,6.3,2.4,4.4,Não,3.3,5.0
Escola Pública,ALUNO-635,5.0,F,Quartzo,4.494,4.6,3.3,5.0,4.8,5.9,Não,4.0,5.0
Escola Pública,ALUNO-636,,,,,,,,,,,,
,ALUNO-637,,,,,,,,,,,,
Escola Pública,ALUNO-638,2.0,I,Ágata,6.783,8.5,6.3,6.9,6.1,7.5,Não,7.7,5.0
Escola Pública,ALUNO-639,,,,,,,,,,,,
Escola Pública,ALUNO-640,,,,,,,,,,,,
,ALUNO-641,,,,,,,,,,,,
Escola Pública,ALUNO-642,1.0,C,Ametista,7.082,8.5,7.5,6.3,6.4,6.9,Não,8.2,5.0
,ALUNO-643,,,,,,,,,,,,
Escola Pública,ALUNO-644,2.0,A,Topázio,9.163,10.0,10.0,5.0,9.4,8.5,Sim,9.7,10.0
Escola Pública,ALUNO-645,0.0,J,Ágata,6.633,10.0,6.7,7.5,5.3,7.5,Não,6.2,5.0
Escola Pública,ALUNO-646,2.0,D,Ametista,7.396,9.0,7.9,7.5,6.6,7.7,Não,7.8,5.0
Escola Pública,ALUNO-647,2.0,R,Quartzo,3.868,9.5,1.7,5.0,0.0,7.3,Não,4.3,5.0
Escola Pública,ALUNO-648,,,,,,,,,,,,
,ALUNO-649,,,,,,,,,,,,
,ALUNO-650,,,,,,,,,,,,
,ALUNO-651,,,,,,,,,,,,
,ALUNO-652,,,,,,,,,,,,
Escola Pública,ALUNO-653,0.0,M,Ametista,6.942,9.0,5.8,7.5,4.9,7.5,Não,7.0,10.0
,ALUNO-654,,,,,,,,,,,,
Escola Pública,ALUNO-655,,,,,,,,,,,,
,ALUNO-656,,,,,,,,,,,,
Escola Pública,ALUNO-657,2.0,P,Ametista,8.046,9.5,6.3,7.5,8.5,9.0,Sim,10.0,5.0
Escola Pública,ALUNO-658,0.0,N,Ágata,5.615,9.5,4.2,7.5,2.8,7.8,Não,6.2,5.0
Escola Pública,ALUNO-659,3.0,B,Quartzo,5.348,8.3,3.6,7.5,1.3,7.8,Não,5.1,10.0
Escola Pública,ALUNO-660,5.0,B,Quartzo,5.336,8.3,4.7,0.0,5.3,7.9,Não,6.0,5.0
Rede Decisão/União,ALUNO-661,,,,,,,,,,,,
,ALUNO-662,,,,,,,,,,,,
Escola Pública,ALUNO-663,2.0,D,Quartzo,5.479,7.8,2.9,7.5,3.3,6.7,Não,5.2,10.0
Rede Decisão/União,ALUNO-664,5.0,A,Topázio,8.681,10.0,8.6,7.5,9.3,8.8,Sim,9.9,5.0
,ALUNO-665,,,,,,,,,,,,
Escola Pública,ALUNO-666,,,,,,,,,,,,
,ALUNO-667,,,,,,,,,,,,
Escola Pública,ALUNO-668,2.0,J,Ágata,6.722,8.0,5.8,7.5,4.5,7.5,Não,6.8,10.0
,ALUNO-669,,,,,,,,,,,,
Escola Pública,ALUNO-670,6.0,A,Ametista,7.872,7.9,7.5,7.5,7.9,9.2,Sim,9.2,5.0
Escola Pública,ALUNO-671,1.0,E,Ametista,7.963,9.0,9.6,6.3,7.4,8.3,Não,8.5,5.0
Escola Pública,ALUNO-672,1.0,N,Quartzo,5.411,9.5,3.3,7.5,2.3,7.7,Não,6.6,5.0
,ALUNO-673,,,,,,,,,,,,
,ALUNO-674,,,,,,,,,,,,
Escola Pública,ALUNO-675,5.0,B,Quartzo,4.600,8.3,2.8,7.5,0.0,7.5,Não,3.6,10.0
Escola Pública,ALUNO-676,,,,,,,,,,,,
Escola Pública,ALUNO-677,,,,,,,,,,,,
Escola Pública,ALUNO-678,,,,,,,,,,,,
,ALUNO-679,,,,,,,,,,,,
Escola Pública,ALUNO-680,,,,,,,,,,,,
Escola Pública,ALUNO-681,2.0,C,Ágata,6.842,8.5,6.3,6.9,6.6,7.3,Não,7.5,5.0
Escola Pública,ALUNO-682,1.0,N,Ametista,8.040,8.0,9.6,7.5,7.3,8.1,Sim,9.1,5.0
Escola Pública,ALUNO-683,,,,,,,,,,,,
Escola Pública,ALUNO-684,,,,,,,,,,,,
Escola Pública,ALUNO-685,0.0,P,Ágata,6.048,8.5,5.0,6.3,4.7,7.2,Não,7.1,5.0
Escola Pública,ALUNO-686,0.0,P,Ametista,6.917,9.5,5.8,7.5,6.5,7.5,Não,7.5,5.0
Escola Pública,ALUNO-687,3.0,C,Quartzo,5.101,6.7,5.0,7.5,2.0,7.3,Não,5.3,5.0
Escola Pública,ALUNO-688,7.0,A,Ametista,7.738,8.3,9.7,5.6,8.3,7.8,Não,7.3,5.0
Rede Decisão/União,ALUNO-689,2.0,B,Ametista,7.908,8.5,9.2,7.5,7.9,7.5,Não,8.3,5.0
Escola Pública,ALUNO-690,0.0,N,Ágata,6.042,9.0,8.3,0.0,4.9,7.5,Não,6.2,5.0
Escola Pública,ALUNO-691,,,,,,,,,,,,
,ALUNO-692,,,,,,,,,,,,
Escola Pública,ALUNO-693,0.0,P,Ágata,6.675,8.5,5.0,7.5,5.9,7.5,Não,8.3,5.0
Escola Pública,ALUNO-694,0.0,Q,Topázio,8.665,9.5,10.0,7.5,7.3,7.8,Não,8.7,10.0
Escola Pública,ALUNO-695,0.0,J,Topázio,8.263,10.0,10.0,7.5,7.1,7.5,Sim,9.3,5.0
Escola Pública,ALUNO-696,,,,,,,,,,,,
,ALUNO-697,,,,,,,,,,,,
Escola Pública,ALUNO-698,6.0,A,Ametista,7.294,7.9,8.1,5.6,7.2,8.1,Não,7.9,5.0
Escola Pública,ALUNO-699,,,,,,,,,,,,
Escola Pública,ALUNO-700,2.0,I,Ágata,6.197,9.5,4.6,7.5,4.9,7.5,Não,6.8,5.0
,ALUNO-701,,,,,,,,,,,,
Escola Pública,ALUNO-702,,,,,,,,,,,,
Escola Pública,ALUNO-703,3.0,F,Ametista,7.106,9.2,6.7,7.5,6.3,7.5,Não,7.9,5.0
Escola Pública,ALUNO-704,,,,,,,,,,,,
,ALUNO-705,,,,,,,,,,,,
Escola Pública,ALUNO-706,2.0,I,Ametista,7.213,10.0,6.3,7.5,6.9,7.7,Não,7.8,5.0
Escola Pública,ALUNO-707,2.0,C,Ágata,6.814,9.5,7.1,7.5,5.4,7.5,Não,8.1,2.5
Escola Pública,ALUNO-708,1.0,E,Ametista,7.286,9.0,9.2,7.5,5.1,8.3,Não,7.2,5.0
Escola Pública,ALUNO-709,1.0,R,Ametista,7.449,8.5,8.3,7.5,5.8,8.5,Não,8.4,5.0
Rede Decisão/União,ALUNO-710,2.0,B,Topázio,8.713,9.5,9.2,7.5,8.3,8.3,Não,8.4,10.0
,ALUNO-711,,,,,,,,,,,,
Escola Pública,ALUNO-712,,,,,,,,,,,,
Escola Pública,ALUNO-713,2.0,R,Quartzo,5.129,0.0,6.3,6.9,2.6,8.1,Não,6.8,5.0
Escola Pública,ALUNO-714,,,,,,,,,,,,
,ALUNO-715,,,,,,,,,,,,
Escola Pública,ALUNO-716,2.0,G,Ametista,6.911,8.5,6.3,7.5,4.5,7.5,Não,7.1,10.0
Escola Pública,ALUNO-717,3.0,R,Quartzo,5.494,8.8,4.7,7.5,3.3,7.1,Não,5.3,5.0
Escola Pública,ALUNO-718,,,,,,,,,,,,
Escola Pública,ALUNO-719,,,,,,,,,,,,
Escola Pública,ALUNO-720,,,,,,,,,,,,
Escola Pública,ALUNO-721,2.0,I,Quartzo,5.029,9.5,3.8,5.6,2.5,6.7,Não,5.5,5.0
Escola Pública,ALUNO-722,1.0,M,Topázio,8.271,10.0,10.0,7.5,6.9,8.1,Sim,9.2,5.0
,ALUNO-723,,,,,,,,,,,,
Escola Pública,ALUNO-724,,,,,,,,,,,,
Escola Pública,ALUNO-725,2.0,M,Quartzo,2.767,0.0,0.4,7.5,0.0,7.5,Não,3.4,5.0
Escola Pública,ALUNO-726,0.0,M,Ágata,5.981,8.4,4.2,7.5,3.4,7.2,Não,5.7,10.0
,ALUNO-727,,,,,,,,,,,,
,ALUNO-728,,,,,,,,,,,,
Escola Pública,ALUNO-729,4.0,E,Ágata,5.686,6.7,3.9,7.5,5.8,7.5,Não,5.4,5.0
Rede Decisão,ALUNO-730,5.0,F,Ágata,5.690,8.3,4.4,5.0,5.8,7.3,Não,5.3,5.0
Escola Pública,ALUNO-731,,,,,,,,,,,,
Escola Pública,ALUNO-732,5.0,L,Ametista,7.765,7.9,6.4,7.5,8.0,8.1,Não,7.7,10.0
Escola Pública,ALUNO-733,3.0,L,Ametista,6.890,8.8,6.4,6.3,4.4,7.7,Não,7.3,10.0
,ALUNO-734,,,,,,,,,,,,
,ALUNO-735,,,,,,,,,,,,
Escola Pública,ALUNO-736,0.0,N,Quartzo,5.113,9.0,5.0,0.0,3.6,2.5,Não,6.2,10.0
Escola Pública,ALUNO-737,2.0,N,Ametista,7.431,9.0,7.1,7.5,6.9,8.5,Não,8.1,5.0
Escola Pública,ALUNO-738,3.0,J,Ametista,8.042,9.2,7.8,6.3,8.1,7.5,Não,7.9,10.0
Rede Decisão/União,ALUNO-739,3.0,A,Ametista,8.085,9.2,8.1,8.8,7.6,8.1,Sim,9.2,5.0
Escola Pública,ALUNO-740,0.0,P,Ágata,6.421,9.0,5.8,7.5,4.2,7.5,Não,7.6,5.0
Escola Pública,ALUNO-741,5.0,B,Ametista,7.002,8.8,4.4,7.5,6.2,8.0,Não,7.3,10.0
Escola Pública,ALUNO-742,3.0,G,Ametista,7.360,7.5,6.1,7.5,6.8,7.7,Não,7.5,10.0
Rede Decisão/União,ALUNO-743,1.0,J,Ametista,8.061,10.0,8.8,5.0,6.4,7.9,Não,8.7,10.0
Escola Pública,ALUNO-744,,,,,,,,,,,,
Escola Pública,ALUNO-745,,,,,,,,,,,,
Rede Decisão/União,ALUNO-746,2.0,G,Topázio,9.107,9.0,8.8,8.8,9.3,8.5,Sim,9.4,10.0
Escola Pública,ALUNO-747,4.0,E,Topázio,8.675,8.8,8.9,7.5,7.4,9.2,Sim,9.3,10.0
Escola Pública,ALUNO-748,0.0,Q,Ametista,7.985,10.0,10.0,7.5,6.4,7.8,Não,8.3,5.0
Escola Pública,ALUNO-749,4.0,G,Ágata,6.508,6.3,5.0,7.5,7.6,7.5,Não,6.8,5.0
Escola Pública,ALUNO-750,,,,,,,,,,,,
,ALUNO-751,,,,,,,,,,,,
,ALUNO-752,,,,,,,,,,,,
Escola Pública,ALUNO-753,4.0,E,Quartzo,4.785,8.3,2.5,7.5,0.8,7.2,Não,4.1,10.0
,ALUNO-754,,,,,,,,,,,,
Escola Pública,ALUNO-755,4.0,G,Ágata,6.872,7.1,4.7,6.9,6.8,7.8,Não,7.0,10.0
Escola Pública,ALUNO-756,,,,,,,,,,,,
Escola Pública,ALUNO-757,3.0,A,Quartzo,5.421,7.9,5.3,7.5,2.9,7.3,Não,5.1,5.0
Escola Pública,ALUNO-758,2.0,K,Ametista,6.983,8.5,5.4,7.5,6.5,8.3,Não,8.3,5.0
,ALUNO-759,,,,,,,,,,,,
Escola Pública,ALUNO-760,0.0,P,Ametista,7.360,8.0,5.8,7.5,6.8,7.8,Não,7.5,10.0
,ALUNO-761,,,,,,,,,,,,
,ALUNO-762,,,,,,,,,,,,
Escola Pública,ALUNO-763,1.0,F,Ágata,6.546,7.5,7.1,7.5,3.2,7.9,Não,8.5,5.0
,ALUNO-764,,,,,,,,,,,,
,ALUNO-765,,,,,,,,,,,,
Escola Pública,ALUNO-766,5.0,A,Ametista,7.440,9.2,7.5,7.5,6.5,7.8,Não,8.4,5.0
Escola Pública,ALUNO-767,,,,,,,,,,,,
Rede Decisão/União,ALUNO-768,3.0,G,Ametista,8.065,8.3,9.2,6.3,8.4,8.1,Não,8.9,5.0
Escola Pública,ALUNO-769,3.0,B,Topázio,8.401,9.6,7.2,7.5,8.5,7.7,Não,8.9,10.0
,ALUNO-770,,,,,,,,,,,,
,ALUNO-771,,,,,,,,,,,,
,ALUNO-772,,,,,,,,,,,,
Escola Pública,ALUNO-773,2.0,F,Topázio,8.921,9.5,10.0,7.5,8.9,9.8,Sim,9.8,5.0
,ALUNO-774,,,,,,,,,,,,
Escola Pública,ALUNO-775,2.0,A,Topázio,9.211,9.5,10.0,7.5,8.9,8.1,Sim,9.6,10.0
Escola Pública,ALUNO-776,3.0,R,Quartzo,5.424,7.9,4.2,7.5,3.9,6.9,Não,5.4,5.0
Escola Pública,ALUNO-777,2.0,D,Quartzo,5.500,8.0,3.8,7.5,4.3,7.5,Não,6.8,2.5
,ALUNO-778,,,,,,,,,,,,
Escola Pública,ALUNO-779,,,,,,,,,,,,
Escola Pública,ALUNO-780,,,,,,,,,,,,
Escola Pública,ALUNO-781,3.0,M,Quartzo,5.450,8.8,3.1,7.5,3.3,6.7,Não,4.4,10.0
Rede Decisão/União,ALUNO-782,,,,,,,,,,,,
Escola Pública,ALUNO-783,2.0,K,Ágata,6.118,7.5,4.6,7.5,3.6,8.3,Não,8.3,5.0
Rede Decisão,ALUNO-784,2.0,G,Topázio,8.533,9.5,9.2,8.8,7.9,8.5,Sim,9.7,5.0
Escola Pública,ALUNO-785,,,,,,,,,,,,
Escola Pública,ALUNO-786,5.0,F,Quartzo,5.341,7.1,6.1,5.0,3.3,7.2,Não,5.1,5.0
,ALUNO-787,,,,,,,,,,,,
,ALUNO-788,,,,,,,,,,,,
Escola Pública,ALUNO-789,,,,,,,,,,,,
Escola Pública,ALUNO-790,4.0,A,Topázio,8.650,10.0,8.3,7.5,7.5,8.8,Sim,9.3,10.0
,ALUNO-791,,,,,,,,,,,,
Escola Pública,ALUNO-792,2.0,I,Quartzo,5.531,6.3,5.8,5.0,4.1,7.5,Não,5.8,5.0
Escola Pública,ALUNO-793,1.0,E,Ágata,6.506,8.0,7.9,7.5,3.9,7.3,Não,6.8,5.0
Rede Decisão/União,ALUNO-794,3.0,L,Ametista,7.211,7.9,7.5,6.3,8.2,7.9,Não,8.1,2.5
Escola Pública,ALUNO-795,,,,,,,,,,,,
Escola Pública,ALUNO-796,4.0,E,Ágata,5.943,8.3,6.7,7.5,2.3,7.3,Não,4.2,10.0
Escola Pública,ALUNO-797,2.0,R,Quartzo,2.468,0.0,0.4,6.3,0.0,6.9,Não,4.1,2.5
Escola Pública,ALUNO-798,3.0,R,Ametista,7.250,9.2,7.5,7.5,6.5,7.5,Não,7.7,5.0
,ALUNO-799,,,,,,,,,,,,
,ALUNO-800,,,,,,,,,,,,
,ALUNO-801,,,,,,,,,,,,
Escola Pública,ALUNO-802,0.0,Q,Topázio,9.046,9.5,10.0,7.5,7.9,8.8,Sim,9.4,10.0
Escola Pública,ALUNO-803,0.0,K,Ametista,7.133,8.5,6.7,7.5,6.6,8.8,Não,7.5,5.0
,ALUNO-804,,,,,,,,,,,,
Escola Pública,ALUNO-805,1.0,J,Ametista,6.993,8.5,5.8,7.5,5.1,8.1,Não,6.9,10.0
,ALUNO-806,,,,,,,,,,,,
Escola Pública,ALUNO-807,1.0,E,Topázio,9.176,10.0,10.0,5.0,9.1,9.0,Sim,9.8,10.0
,ALUNO-808,,,,,,,,,,,,
Escola Pública,ALUNO-809,1.0,G,Quartzo,4.769,10.0,2.5,7.5,0.0,7.2,Não,6.5,5.0
,ALUNO-810,,,,,,,,,,,,
Rede Decisão/União,ALUNO-811,2.0,B,Ametista,7.196,8.0,8.3,7.5,6.3,7.5,Não,7.3,5.0
Escola Pública,ALUNO-812,0.0,Q,Ametista,8.075,10.0,10.0,7.5,7.1,7.5,Não,8.3,5.0
Escola Pública,ALUNO-813,2.0,F,Ametista,7.275,9.0,7.5,7.5,3.9,7.7,Não,7.8,10.0
Escola Pública,ALUNO-814,2.0,E,Ágata,6.231,7.9,5.0,7.5,4.4,7.9,Não,7.6,5.0
,ALUNO-815,,,,,,,,,,,,
,ALUNO-816,,,,,,,,,,,,
Escola Pública,ALUNO-817,2.0,C,Ametista,7.549,9.0,7.5,7.5,7.6,7.9,Sim,9.2,2.5
